"規制番号","座標","警察署名","交差点名称","制御種別","制御機形式","警交仕規","メーカー補足","製造会社名","製造番号","製造年月","道路別","設置場所"
"10124","34.419844,132.457652","広島西","大宮１丁目","地域/直接","Ｕ形交通信号制御機(M)","第２３１号","","松下電器産業株式会社","8E1684","2008年5月","Ｒ１８３","広島市西区大宮1丁目26番2号先"
"10125","34.397254,132.447981","広島中央","十日市１丁目","地域/直接","ＵＣ形交通信号制御機(UD-TTR)","第２３２号","S2：TSC-2350","住友電気工業株式会社","100648","2011年1月","Ｒ１８３","広島市中区十日市町1丁目4番22号先"
"10126","34.394701,132.426155","広島西","己斐本町２丁目（北）","地域/直接","交通信号制御機(S9-TCU)","第1012号","LTC-AR61","株式会社京三製作所","T18664","2017年1月","市道","広島市西区己斐本町3丁目5番14号先"
"10127","34.388579,132.46042","広島中央","並木通り入口","地域/直接","ＵＣ形交通信号制御機(S9-TCU)","第２３２号","","日本信号株式会社","K0975227","2009年12月","市道","広島市中区小町1番1号北方50メートル先"
"10128","34.398849,132.460701","広島中央","合同庁舎西","地域/直接","Ｕ形交通信号制御機(UD-TTR)","第２３１号","VT-3400","ﾊﾟﾅｿﾆｯｸSSｲﾝﾌﾗｼｽﾃﾑ株式会社","1A0435","2011年1月","市道","広島市中区上八丁堀6番南西角先"
"10129","34.384287,132.45559","広島中央","広島市役所南","地域/直接","ＵＣ形交通信号制御機(S9-TCU)","第２３２号","S1：TSC-2150","住友電気工業株式会社","090842","2009年12月","Ｒ２","広島市中区国泰寺町1丁目8番20号先"
"10130","34.384926,132.451692","広島中央","新明治橋東","地域/直接","ＵＣ形交通信号制御機(S9-TCU)","第２３２号","S1：TSC-2150","住友電気工業株式会社","090840","2009年12月","Ｒ２","広島市中区大手町5丁目2番北西角先"
"10131","34.411289,132.451747","広島西","三篠町１丁目８番","プロ多/親","交通信号制御機(ﾌﾟﾛ多)","第1012号","","日本信号株式会社","K0000101","2020年11月","県道２７７号（古市広島）","広島市西区三篠町1丁目8番13号先"
"10132","34.354157,132.462969","広島南","宇品海岸３丁目","地域/直接","交通信号制御機(S9-TCU)","第1012号「版5」","","コイト電工株式会社","3A0151","2023年1月","Ｒ２（広島南道路）","広島市南区宇品海岸3丁目8番南西角先"
"10133","34.354128,132.457558","広島南","宇品海岸１丁目１０番","地域/直接","交通信号制御機(S9-TCU)","第1012号「版5」","","コイト電工株式会社","3A0149","2023年1月","臨港道路","広島市南区宇品海岸1丁目9番南西角先"
"10134","34.378242,132.481434","広島南","広大医学部南","地域/直接","交通信号制御機(UD-RTR)","第1012号","","日本信号株式会社","K0000001","2012年12月","Ｒ２","広島市南区西霞町2番北東角先"
"10135","34.39636,132.484628","広島東","東蟹屋町","地域/直接","交通信号制御機(UD-RTR)","第1012号","S3：TSC-3152","住友電工ｼｽﾃﾑｿﾘｭｰｼｮﾝ株式会社","140510","2014年11月","県道７０号（広島中島）","広島市東区東蟹屋町4番8号先"
"10136","34.363828,132.43187","広島中央","江波南３丁目","単独半感","交通信号制御機(ﾌﾟﾛ多)","第1012号","","小糸工業株式会社","0B0702","2010年2月","市道","広島市中区江波南3丁目2番6号先"
"10137","34.389156,132.444893","広島中央","舟入電停南","地域/直接","ＵＣ形交通信号制御機(UD-TTR)","第２３２号","S2：TSC-2350","住友電気工業株式会社","100660","2011年1月","市道","広島市中区河原町10番南西角先"
"10138","34.378719,132.402919","広島西","草津南１丁目１番","地域/直接","交通信号制御機(UD-RTR)","第1012号","","日本信号株式会社","K0000015","2020年11月","Ｒ２","広島市西区草津南1丁目1番15号先"
"10139","34.378225,132.401776","広島西","草津交番（西）","地域/直接","交通信号制御機(S9-TCU)","第1012号","","日本信号株式会社","K0000003","2020年11月","Ｒ２","広島市西区草津南1丁目5番16号先"
"10140","34.377697,132.399656","広島西","草津南１丁目７番","地域/直接","交通信号制御機(UD-TTR)","第1012号","","日本信号株式会社","K0000009","2020年11月","Ｒ２","広島市西区草津南1丁目7番8号先"
"10141","34.409072,132.499569","広島東","中山小学校正門前","単独押ボ","交通信号制御機(押ﾎﾞ)","第1012号","","日本信号株式会社","K0000017","2013年3月","市道","広島市東区中山東1丁目2番先"
"10142","34.380447,132.461284","広島中央","千田小学校東入口","地域/直接","交通信号制御機(S9-TCU)","第1012号","","日本信号株式会社","K0000001","2019年11月","市道","広島市中区南竹屋町9番20号先"
"10143","34.402216,132.441866","広島西","中広インター入口","地域/直接","交通信号制御機(UD-TTR)","第1012号","S3：TSC-3052","住友電工ｼｽﾃﾑｿﾘｭｰｼｮﾝ株式会社","130775","2013年12月","市道","広島市西区中広町2丁目21番南西角先"
"10144","34.39022,132.421698","広島西","東高須電停南口","地域/直接","交通信号制御機(S9-TCU)","第1012号","LTC-AR61","株式会社京三製作所","T18665","2017年1月","Ｒ２","広島市西区庚午北1丁目6番18号先"
"10145","34.370999,132.463192","広島南","千田廟公園（北）","単独プロ多","ＵＣ形交通信号制御機","第２３２号","","日本信号株式会社","K0693984","2008年11月","市道","広島市南区宇品御幸1丁目8番北角先"
"10146","34.395208,132.4768","広島南","猿猴橋町","地域/直接","ＵＣ形交通信号制御機(UD-TTR)","第２３２号","VT-3405","ﾊﾟﾅｿﾆｯｸSSｲﾝﾌﾗｼｽﾃﾑ株式会社","1B0783","2011年3月","県道","広島市南区猿猴橋町6番23号先"
"10147","34.386753,132.463784","広島中央","富士見町１番","地域/直接","ＵＣ形交通信号制御機(UD-TTR)","第２３２号","S2：TSC-2350","住友電気工業株式会社","100579","2011年1月","市道","広島市中区富士見町1番5号先"
"10148","34.394856,132.466695","広島中央","幟町交番前","プロ多/親","交通信号制御機(ﾌﾟﾛ多)","第1012号","LTC-AR81","株式会社京三製作所","T86767","2023年7月","市道","広島市中区幟町7番北東角先"
"10149","34.398749,132.486308","広島東","瀬戸内高校前","プロ多/親","ＵＣ形交通信号制御機","第２３２号","","小糸工業株式会社","8E1088","2009年3月","県道２６４号（中山尾長）","広島市東区尾長西2丁目12番1号先"
"10150","34.406901,132.450605","広島西","横川町１丁目（東）","プロ多/親","交通信号制御機(ﾌﾟﾛ多)","第1012号","LTC-AR41","株式会社京三製作所","TV2106","2014年2月","市道","広島市西区横川町1丁目6番北東角先"
"10151","34.394034,132.446292","広島中央","土橋町","地域/直接","ＵＣ形交通信号制御機(UD-RTR)","第２３２号","S2：TSC-2350","住友電気工業株式会社","100654","2011年1月","市道","広島市中区土橋町3番15号先"
"10152","34.390116,132.454595","広島中央","ＮＨＫ前","地域/直接","ＵＣ形交通信号制御機(UD-TTR)","第２３２号","","日本信号株式会社","K0975228","2009年12月","市道","広島市中区大手町2丁目11番南西角南方50メートル先"
"10153","34.395604,132.438122","広島西","天満町","地域/直接","交通信号制御機(UD-RTR)","第1012号","","コイト電工株式会社","4A0367","2014年1月","市道","広島市西区天満町6番南東角先"
"10154","34.368275,132.446389","広島中央","光南２丁目","地域/直接","交通信号制御機(UD-RTR)","第1012号","","日本信号株式会社","K0000008","2019年11月","市道","広島市中区光南2丁目10番1号先"
"10155","34.375696,132.4492","広島中央","吉島東１丁目１２番","地域/直接","交通信号制御機(UD-TTR)","第1012号","LTC-AR70","株式会社京三製作所","T26972","2018年12月","市道","広島市中区吉島東1丁目12番北西角先"
"10156","34.371286,132.447563","広島中央","広島県立広島南特別支援学校前","地域/直接","交通信号制御機(UD-TTR)","第1012号","LTC-AR40","株式会社京三製作所","TZ9570","2016年2月","市道","広島市中区吉島東2丁目10番北西角先"
"10157","34.38551,132.442637","広島中央","舟入本町電停","地域/直接","ＵＣ形交通信号制御機(UD-TTR)","第２３２号","S2：TSC-2350","住友電気工業株式会社","100663","2011年1月","市道","広島市中区舟入本町14番26号先"
"10158","34.380276,132.439511","広島中央","舟入川口町電停","地域/直接","交通信号制御機(UD-RTR)","第1012号","","コイト電工株式会社","7M3418","2017年12月","市道","広島市中区舟入南1丁目3番15号先"
"10159","34.377179,132.438106","広島中央","舟入南３丁目７番","地域/直接","交通信号制御機(S9-TCU)","第1012号","","コイト電工株式会社","7M3422","2017年12月","市道","広島市中区舟入南3丁目7番3号先"
"10160","34.384039,132.429524","広島西","南観音２丁目８番","地域/直接","交通信号制御機(S9-TCU)","第1012号","","日本信号株式会社","K0000005","2017年11月","県道２６２号（南観音観音）","広島市西区南観音2丁目8番北西角先"
"10161","34.378411,132.428506","広島西","広島西税務署入口","地域/直接","交通信号制御機(S9-TCU)","第1012号","LTC-AR61","株式会社京三製作所","T09662","2016年2月","市道","広島市西区観音新町1丁目3番北東角先"
"10162","34.391717,132.458148","広島中央","袋町小学校","単独押ボ","交通信号制御機(押ﾎﾞ)","第1012号","","コイト電工株式会社","4M2989","2024年12月","市道","広島市中区袋町6番36号先"
"10163","34.400748,132.422601","広島西","己斐小学校前","プロ多/親","交通信号制御機(ﾌﾟﾛ多)","第1012号","LTC-AR41","株式会社京三製作所","TY4250","2014年11月","県道２６５号（伴広島）","広島市西区己斐上2丁目1番1号先"
"10164","34.393854,132.567552","海田","中野東３丁目８番","地域/連動","交通信号制御機(ﾌﾟﾛ多)","第1012号","","日本信号株式会社","K0000010","2013年7月","Ｒ２","広島市安芸区中野東3丁目8番54号先"
"10165","34.373899,132.509522","広島南","東青崎町","地域/直接","交通信号制御機(UD-TTR)","第1012号「版5」","","コイト電工株式会社","2M4451","2022年12月","県道１６４号（広島海田）","広島市南区東青崎町10番33号先"
"10166","34.37752,132.478942","広島南","出汐３丁目","地域/直接","交通信号制御機(S9-TCU)","第1012号","","日本信号株式会社","K0000001","2012年12月","Ｒ２","広島市南区西霞町3番23号先"
"10167","34.381464,132.440167","広島中央","舟入川口町","地域/直接","交通信号制御機(S9-TCU)","第1012号","","コイト電工株式会社","7M3421","2017年12月","市道","広島市中区舟入川口町12番南西角先"
"10168","34.388058,132.491356","広島南","大州３丁目８番","地域/直接","交通信号制御機(S9-TCU)","第1012号","LTC-AR71","株式会社京三製作所","T39632","2018年12月","県道１６４号（広島海田）","広島市南区大州3丁目8番16号先"
"10169","34.400238,132.474434","広島東","新幹線口西","地域/直接","交通信号制御機(UD-TTR)","第1012号","S3：TSC-3052","住友電工ｼｽﾃﾑｿﾘｭｰｼｮﾝ株式会社","140503","2014年11月","県道８４号（東海田広島）","広島市東区上大須賀町1番1号先"
"10170","34.398981,132.465101","広島中央","合同庁舎東入口","地域/直接","ＵＣ形交通信号制御機(UD-TTR)","第２３２号","VT-3405","ﾊﾟﾅｿﾆｯｸSSｲﾝﾌﾗｼｽﾃﾑ株式会社","1A0754","2011年1月","市道","広島市中区上幟町3番南西角先"
"10171","34.39886,132.477159","広島東","新幹線口東","地域/直接","交通信号制御機(UD-RTR)","第1012号","S3：TSC-3152","住友電工ｼｽﾃﾑｿﾘｭｰｼｮﾝ株式会社","140505","2014年11月","県道８４号（東海田広島）","広島市東区二葉の里3丁目8番南角先"
"10172","34.389951,132.462349","広島中央","三川町８番","地域/直接","ＵＣ形交通信号制御機(S9-TCU)","第２３２号","Ⅹ３","パナソニック株式会社","0A0587","2010年1月","市道","広島市中区三川町8番北西角先"
